,SecondLargestPropertyUseTypeGFA,SecondLargestPropertyUseType,ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,TotalGHGEmissions,SiteEnergyUse,NumberofFloors,NumberofBuildings,CouncilDistrictCode,DefaultData,Latitude,Longitude,Neighborhood,YearBuilt,Outlier,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,BuildingType
144,0.0,No Use,,Leisure,15.392082590021525,7.798439398827793,22.807056132685855,1.0,1.0,3,False,5.603703308228866,-122.3366092,lake union,1900,normal,Other,15.823790153627659,0.0,15.823790153627659,Nonresidential COS
146,0.0,No Use,77.0,Housing,17.111380229360744,8.300398323124718,23.355863472767062,3.0,1.0,7,False,5.603701705253068,-122.3405732,magnolia,1998,normal,Housing,17.226148738401143,15.729780042955937,17.66384297945293,NonResidential
147,0.0,No Use,85.0,Institution,16.036946277951348,5.493775408460703,21.173013406383724,1.584962500721156,1.0,6,True,5.605366070286179,-122.3729249,ballard,1999,normal,Institution,16.036946277951348,0.0,16.036946277951348,SPS-District K-12
148,15.005010431073003,business storage,40.0,Office,15.822993978022241,7.389996940575694,23.12482431901705,1.584962500721156,1.0,5,False,5.605842743463296,-122.340249,northwest,1957,normal,Office,16.375480700347048,0.0,16.375480700347048,Nonresidential COS
149,0.0,No Use,97.0,Institution,15.848794074281182,4.237257770900372,20.378347780631422,2.0,1.0,1,True,5.60111014768823,-122.3884963,southwest,1991,normal,Institution,15.826722259611525,0.0,15.826722259611525,SPS-District K-12
150,0.0,No Use,73.0,Housing,15.985797474562752,7.695576306222052,22.530048594882032,2.321928094887362,1.0,5,False,5.606123396091297,-122.3323693,northwest,1968,normal,Housing,15.985797474562752,0.0,15.985797474562752,NonResidential
151,0.0,No Use,98.0,Institution,15.759706170852622,3.257010618206024,20.227045932816605,1.584962500721156,1.0,5,False,5.605796556406445,-122.321085,north,1989,normal,Institution,15.688059030065418,0.0,15.688059030065418,SPS-District K-12
152,0.0,No Use,95.0,Institution,16.110707591983935,7.128870759465125,21.483947607952704,1.0,1.0,2,True,5.601053667790301,-122.2964274,greater duwamish,1925,normal,Institution,16.110707591983935,0.0,16.110707591983935,SPS-District K-12
153,12.905575039562663,business storage,83.0,Office,15.070833728126038,4.783980413683795,20.543135688504268,2.0,1.0,7,False,5.602915815194535,-122.335182,downtown,1900,normal,Office,15.784864848753047,0.0,15.784864848753047,NonResidential
155,15.1877386785143,Office,,business storage,16.842018803703997,6.643134661857265,23.249794434840318,1.584962500721156,1.0,2,False,5.60203096162592,-122.331498,greater duwamish,1924,normal,business storage,17.45090515075521,0.0,17.45090515075521,Nonresidential COS
156,14.030667136246942,Office,,business storage,15.31741261376487,4.892391025913404,21.97309403415231,1.584962500721156,1.0,2,False,5.60203096162592,-122.331498,greater duwamish,1965,normal,business storage,15.609669328049094,0.0,15.609669328049094,Nonresidential COS
158,14.330426748997999,Other,61.0,Housing,17.042674686183087,8.65474342118394,23.644852739505364,3.321928094887362,1.0,2,False,5.602668284828782,-122.3336896,greater duwamish,2005,normal,Housing,17.231474335275305,13.830515206976838,17.36196090289648,NonResidential
161,16.25865803956841,Health,,Office,17.988157646506952,9.46609685990939,25.63958450963437,1.584962500721156,16.0,1,False,5.600638529789373,-122.3115544,greater duwamish,1980,normal,Office,18.206551770427943,14.960137721520946,18.351081572993746,Campus
163,15.566321663729514,business storage,,Housing,15.83772647454919,6.531849285751203,23.33875664530802,2.321928094887362,1.0,7,False,5.603594427620007,-122.35764313,magnolia,2002,normal,Other,16.1278130057493,15.25782977715495,16.75741605431931,NonResidential
164,14.742098869778307,Office,,Housing,16.318772272604818,8.047505671251574,23.20801089093896,3.0,1.0,7,False,5.603274680335036,-122.3415521,downtown,2003,normal,Housing,16.83550766391891,0.0,16.83550766391891,Multifamily MR (5-9)
165,0.0,No Use,85.0,Housing,15.669964607587916,3.24031432933371,20.2096151875794,2.321928094887362,1.0,1,True,5.601228170358066,-122.376171,delridge,2007,normal,Housing,15.669964607587916,0.0,15.669964607587916,Multifamily LR (1-4)
168,0.0,No Use,89.0,Institution,16.12998728595621,4.966707314150316,21.08428547592646,1.0,1.0,1,True,5.6006742069449915,-122.3487068,delridge,1999,normal,Institution,16.12998728595621,0.0,16.12998728595621,SPS-District K-12
169,12.9947069952581,Other,91.0,business storage,16.036967734973068,3.2720231890610485,18.97761812732133,2.0,1.0,4,False,5.60439588286488,-122.3422377,lake union,1991,normal,business storage,16.036967734973068,12.9947069952581,16.20223863476288,NonResidential
171,15.291026768056126,Health,,Housing,15.753947941699854,7.631540867341486,23.34036587558039,2.584962500721156,1.0,2,False,5.602773536015948,-122.3219466,downtown,1999,normal,Housing,16.460615874025827,13.622509454683335,16.649438636358905,NonResidential
172,0.0,No Use,84.0,Institution,17.67301916014459,7.466790237803096,22.850833320712763,1.584962500721156,1.0,1,True,5.602190455440335,-122.3846578,southwest,2002,normal,Institution,17.67301916014459,0.0,17.67301916014459,SPS-District K-12
173,0.0,No Use,37.0,Housing,15.619732810824496,7.008204496694817,21.901700327528594,2.807354922057604,1.0,7,False,5.6032877076125915,-122.3279319,east,1909,normal,Housing,15.665585746525702,0.0,15.665585746525702,Multifamily MR (5-9)
175,0.0,No Use,46.0,Housing,16.70537589744278,8.870919495610579,23.527012434559353,4.087462841250339,1.0,4,False,5.604710821997254,-122.3146098,northeast,1931,normal,Housing,16.70537589744278,0.0,16.70537589744278,NonResidential
176,11.845882034384061,Leisure,63.0,Office,15.522826699925806,5.484782623077873,21.53807712673746,2.584962500721156,1.0,5,False,5.606410467762737,-122.2947589,north,1972,normal,Office,15.631404448728468,0.0,15.631404448728468,NonResidential
177,0.0,No Use,49.0,Other,15.792917358096682,6.3538525586861265,21.164199244074442,1.584962500721156,1.0,4,False,5.604716858221002,-122.3112037,northeast,1952,normal,Other,15.792917358096682,0.0,15.792917358096682,NonResidential
178,0.0,No Use,40.0,Other,16.65229881852528,7.1851727751412495,22.21383310515024,2.0,1.0,4,False,5.604742358022888,-122.3114754,northeast,1952,normal,Other,16.65229881852528,0.0,16.65229881852528,NonResidential
179,0.0,No Use,79.0,Institution,18.03884398982858,7.593129639801333,23.293559631109098,2.0,1.0,4,True,5.605182019451602,-122.3130281,northeast,2006,normal,Institution,18.03884398982858,0.0,18.03884398982858,SPS-District K-12
180,0.0,No Use,80.0,Institution,16.197965342348727,6.1147834472498515,21.340147837597844,2.0,1.0,4,True,5.604994981857418,-122.2918182,northeast,2001,normal,Institution,16.197965342348727,0.0,16.197965342348727,SPS-District K-12
181,0.0,No Use,87.0,Institution,16.19873278437275,5.30560578958543,21.130594441961634,2.0,1.0,7,True,5.604098030186509,-122.3656176,magnolia,2003,normal,Institution,16.19873278437275,0.0,16.19873278437275,SPS-District K-12
182,0.0,No Use,92.0,Institution,17.041734004899357,6.051589620762657,21.84729634669862,2.0,1.0,1,True,5.60206515877147,-122.3916721,southwest,2005,normal,Institution,17.041734004899357,0.0,17.041734004899357,SPS-District K-12
183,0.0,No Use,63.0,Institution,15.981812526349163,4.15623479785027,21.20340058115867,1.584962500721156,1.0,3,True,5.602617643695451,-122.2981281,central,1991,normal,Institution,15.975109060214942,0.0,15.975109060214942,SPS-District K-12
184,0.0,No Use,71.0,Institution,16.49619842536434,7.7755773609306535,22.249637780996295,2.0,1.0,6,True,5.605176175449523,-122.3223367,northwest,1927,normal,Institution,16.49619842536434,0.0,16.49619842536434,SPS-District K-12
185,13.652508902408181,Other,,Leisure,16.74392713912586,5.840966704487421,22.643199809720166,3.0,1.0,7,False,5.603212154769338,-122.33238983,downtown,1914,normal,Other,16.974403385930007,0.0,16.974403385930007,NonResidential
186,14.728345714710976,Office,71.0,Housing,15.964318302941265,7.812883234909542,22.37650750715185,3.321928094887362,1.0,7,False,5.603114614794273,-122.3324724,downtown,1913,normal,Housing,16.714956492348836,0.0,16.714956492348836,NonResidential
188,0.0,No Use,18.0,Housing,15.788973167276973,5.613531652917927,20.867333796676725,2.321928094887362,1.0,1,False,5.60180476416285,-122.3629825,delridge,1917,normal,Housing,15.788973167276973,0.0,15.788973167276973,Multifamily LR (1-4)
189,0.0,No Use,57.0,Housing,15.4144870497995,5.845740932614582,21.19739249261565,2.807354922057604,1.0,5,False,5.606510632523046,-122.2918283,north,2009,normal,Housing,15.792231080612938,0.0,15.792231080612938,Multifamily MR (5-9)
190,13.65709510488839,Health,,Housing,14.586429340061876,4.857980995127572,21.460874300546738,2.321928094887362,1.0,2,False,5.601008061629923,-122.2840381,greater duwamish,2003,normal,Housing,16.051570079377097,0.0,16.051570079377097,Multifamily LR (1-4)
191,0.0,No Use,94.0,Institution,17.644996932980785,7.665833312480877,22.926489829715013,2.0,1.0,2,True,5.601446023743859,-122.3138036,greater duwamish,2007,normal,Institution,17.644996932980785,0.0,17.644996932980785,SPS-District K-12
192,0.0,No Use,,Other,16.24768650036073,6.353146825498083,21.469193647687533,1.0,1.0,7,False,5.603964699404377,-122.3791694,magnolia,1973,normal,Other,16.215362359721695,0.0,16.215362359721695,NonResidential
196,0.0,No Use,23.0,Housing,18.07953165898722,9.643188788969978,24.727921648706396,3.169925001442312,1.0,7,False,5.603201266338809,-122.3465482,downtown,2003,normal,Housing,17.717154272595575,15.243806214344579,17.956024425695126,NonResidential
197,0.0,No Use,,Leisure,16.082668830316198,8.258094872866513,23.901617291832906,1.584962500721156,1.0,7,False,5.603099842216445,-122.34207153,downtown,1980,normal,Other,16.082668830316198,0.0,16.082668830316198,Nonresidential COS
199,12.773345291291271,business storage,98.0,Office,15.0102221213897,5.533563348214512,20.388592288941165,2.321928094887362,1.0,7,False,5.602965214298196,-122.33557892,downtown,1914,normal,Office,15.287748446474637,0.0,15.287748446474637,NonResidential
200,15.429570199331412,Office,72.0,business storage,17.282047711886353,4.773468927905194,21.849984955018474,2.321928094887362,1.0,2,False,5.602723396154657,-122.3244189,greater duwamish,2008,normal,business storage,17.634704715545475,0.0,17.634704715545475,NonResidential
202,14.100908679830674,Other,59.0,Office,15.922514719083303,5.968551603363945,22.20357742097196,2.321928094887362,1.0,7,False,5.603388486457748,-122.34958888,downtown,1981,normal,Office,15.922514719083303,14.100908679830674,16.281911920729364,NonResidential
203,14.866216407737452,Health,36.0,Office,17.42452717993508,7.196430000954568,24.19279930588949,3.700439718141092,1.0,7,False,5.603356893818896,-122.34571548,downtown,1978,normal,Office,17.695139915016256,14.411444783526784,17.83615516959574,NonResidential
205,16.95665974927941,Other,71.0,Office,18.53715013546792,7.446835177086041,24.568652749155945,4.700439718141092,1.0,7,False,5.603233247901846,-122.33667433,downtown,1989,normal,Office,18.49715404760362,0.0,18.49715404760362,NonResidential
209,12.595257481449035,business storage,92.0,Office,15.465980839521096,7.257764968571387,21.58104929392196,3.4594316186372973,1.0,7,False,5.603293583901015,-122.33638554,downtown,1926,normal,Office,15.764171838338012,12.921469060531411,15.95242275639294,NonResidential
210,14.059259951845055,Leisure,92.0,Office,17.11588695419889,6.583308464847678,22.84732578883419,4.169925001442312,1.0,7,False,5.603297357284048,-122.33581187,downtown,1930,normal,Office,17.415271376725883,14.872722969303823,17.643792788697212,NonResidential
211,13.284390359165819,business storage,63.0,Office,15.65390868036994,4.726831217032493,21.801619166438428,2.584962500721156,1.0,7,False,5.603250270158113,-122.33842968,downtown,1916,normal,Office,16.163492442617937,0.0,16.163492442617937,NonResidential
212,14.834421668832402,Other,95.0,Office,17.788864868077734,8.996303999184056,23.62575309286882,4.392317422778761,1.0,7,False,5.603305645337592,-122.33715661,downtown,1969,normal,Office,17.83317423426408,14.98080898993524,18.020263794268242,NonResidential
214,15.64529253404004,Other,88.0,Office,17.296710123587637,7.839644719193275,23.144648130459657,3.700439718141092,1.0,7,False,5.603381089719827,-122.34198091,downtown,1968,normal,Office,17.652291815202293,0.0,17.652291815202293,NonResidential
218,13.29619926851494,business storage,81.0,Office,15.981767939550602,5.689299160535892,21.971411289803605,3.0,1.0,7,False,5.602961834539977,-122.33300887,downtown,1900,normal,Office,16.45042192216812,0.0,16.45042192216812,NonResidential
219,12.773345291291271,business storage,55.0,Office,16.32958614006474,5.253232938538032,22.177258018525677,2.807354922057604,1.0,7,False,5.602940420711323,-122.33410075,downtown,1900,normal,Office,16.44727698491717,0.0,16.44727698491717,NonResidential
220,0.0,No Use,84.0,Office,18.5691695422107,7.712939631305699,24.275659555600633,4.0,1.0,7,False,5.602988224702284,-122.33226722,downtown,1922,normal,Office,18.5691695422107,0.0,18.5691695422107,NonResidential
221,12.029977346589579,business storage,98.0,Office,18.41274349164096,6.124121311829188,23.233448675874918,4.523561956057013,1.0,7,False,5.603003928973628,-122.33430506,downtown,1929,normal,Office,18.551884713049937,0.0,18.551884713049937,NonResidential
222,16.34623669139025,Other,68.0,Office,17.85348013425962,9.754286253961022,24.602654298813697,4.169925001442312,1.0,7,False,5.603000283349145,-122.33424932,downtown,1958,normal,Office,18.16509345646787,16.36838709592676,18.530032873149263,NonResidential
226,13.910830081296574,Other,89.0,Office,16.37243999542566,4.524189078449365,21.590387855717424,3.169925001442312,1.0,7,False,5.603053905929288,-122.33639455,downtown,1968,normal,Office,16.53486518558364,15.94292680209105,17.269035338697154,NonResidential
228,15.263599315555389,Office,,Office,16.494214952662965,8.491372117815171,25.292356917614896,2.807354922057604,1.0,7,False,5.60306297184741,-122.33569636,downtown,1958,high outlier,Office,17.16470073410619,14.661833756229234,17.399102651252157,NonResidential
230,15.039261794341055,Other,95.0,Office,17.477861014338337,7.7780114016125745,23.209608792387247,3.9068905956085187,1.0,7,False,5.6030827454667325,-122.33452606,downtown,1972,normal,Office,17.314459332576813,14.537218400538595,17.51089549020345,NonResidential
234,14.828483625638686,business storage,88.0,Office,17.303522132755937,7.506922418047322,23.214687748915114,3.169925001442312,1.0,7,False,5.603034127759203,-122.33274356,downtown,1907,normal,Office,17.620284271015375,0.0,17.620284271015375,NonResidential
236,14.793349291312223,Other,,Office,18.038774343978137,8.58078617135532,24.37658838285707,3.9068905956085187,1.0,3,False,5.603004234704623,-122.32877322,downtown,2001,normal,Office,18.244191925028947,0.0,18.244191925028947,Nonresidential COS
237,14.182316753692767,Other,70.0,Office,17.291485498913083,8.2350568627071,23.651060233814263,3.169925001442312,1.0,7,False,5.60299227493473,-122.32999251,downtown,2003,normal,Office,17.3655620716798,14.90411713041157,17.606253381645665,Nonresidential COS
238,0.0,No Use,98.0,Office,18.505885193733803,7.877437521970619,23.84645192380346,3.807354922057604,1.0,7,False,5.6029477900251266,-122.32847035,downtown,2006,normal,Office,18.285637013401118,15.685624839726355,18.505885193733803,NonResidential
239,0.0,No Use,98.0,Office,16.559481655835995,6.132988042627442,21.563203256082232,3.0,1.0,7,False,5.602939380586018,-122.32859693,downtown,1909,normal,Office,16.69506513068949,13.018374070821016,16.80367708178866,NonResidential
240,0.0,No Use,83.0,business storage,16.444772263315592,6.217036792564098,22.584529498088358,1.584962500721156,1.0,4,True,5.604679568422295,-122.3128304,northeast,1978,normal,business storage,16.444772263315592,0.0,16.444772263315592,NonResidential
242,15.375209166166101,Other,92.0,Office,16.54990496772203,4.861459166361513,21.94083977054476,2.807354922057604,1.0,4,False,5.604677477928407,-122.3169435,northeast,2002,normal,Office,16.47046823051341,15.43335723109892,17.043155479472265,NonResidential
243,16.457653410847605,Other,93.0,Office,17.15318584912486,5.489286022625876,22.586773372950685,2.584962500721156,1.0,4,False,5.604680142707207,-122.3174071,northeast,2002,normal,Office,17.073576753943218,16.33596600580095,17.75140022175071,NonResidential
244,0.0,No Use,,business storage,16.51516082103869,2.771885578515366,19.673745564472398,2.584962500721156,1.0,7,False,5.603348839012679,-122.33229386,downtown,1964,normal,business storage,16.51516082103869,0.0,16.51516082103869,NonResidential
